,original,predicted,score
6103,None,None,None
6104,None,None,None
6105,группы «грот и 2517 – дым»,"аудиофайлы с названиями «банда москвы виват россии.mp.3» и «грот-дым.mp3» (url-адрес: http:vk.com/id6641584, социальная сеть « ») (",4.6
6106,аудиозапись «коловрат - великие русы» запись «коловрат - великие русы»,"аудиофайлы с названиями «коловрат – великие русы.mp.3» и «коловрат (анти-антифа).mp3» (url-адрес: http:vk.com/id6641584, социальная сеть « ») (",26.900000000000002
6107,None,None,None
6108,запись «грот-дым» аудиозапись «грот-дым»,"аудиофайлы с названиями «банда москвы виват россии.mp.3» и «грот-дым.mp3» (url-адрес: http:vk.com/id6641584, социальная сеть « ») (",24.6
6109,песня «убей мента» аудиозапись «убей мента» групп»- «музыка и кино» запись «убей мента» группы «психея»,музыкальное произведение «убей мента» группы «психея»» (,49.79999999999998
6110,файле «грот –дым.mp.3» файл «грот – дым» файла «грот – дым.мп.3» аудиофайла «грот – дым.мп.3» файлу «грот – дым» аудиофайле «грот –дым.mp.3» аудиофайл «грот – дым»,"аудиофайлы с названиями «банда москвы виват россии.mp.3» и «грот-дым.mp3» (url-адрес: http:vk.com/id6641584, социальная сеть « ») (",35.499999999999986
6111,названием «видео о толерантности»,"«видеоролик под названиями - правду говорят скины», «я не хочу быть толерантным» и «видео о толерантности», продолжительностью 6 минут 5 секунд, начинающийся с заставки фотоизображения и высказывания государственного деятеля российской империи следующего содержания: «народ, не имеющий национального само сознания - навоз, на котором произрастают другие народы. петр аркадьевич столыпин великий русский реформатор», и заканчивающийся изображением летящих птиц с текстом: ««мы должны защитить существование нашего народа и будущее наших детей» дейвид лейн», видеоряд которого сопровождается аудио текстом, начинающимся со слов: «машина либеральной пропаганды, машина лжи, день за днем ...» и заканчивающимся словами: «... и только от нас зависит будущее нашей страны, будущее наших родных и близких», выявленный по адресам: - https://vk.com/idl88683825 - https://www.ok.ru/video/9820702060 - https://www.youtube.com/watch?v=jzubocyhpwq, - https://www.youtube.com/watch?v=vtqcsgitpvg, https://vk.com/video304000382_171736778 (",24.6
6112,None,None,None
6113,None,None,None
6114,лозунга «православие или смерть!»,"речь в храме отца василия - новикова в.н., размещенную как информационный материал на диске dvd-r № map 702ll 13174652 а2 с надписью на лицевой стороне «+православие или смерть» (",26.900000000000002
6115,None,None,None
6116,групп «коловрат»,музыкальное произведение «радикальный голос» группы «коловрат» (,22.6
6117,названием «националисты»,"видеоролики с названием «за..ли кавказцы», «московские скинхеды», «националисты», «обращение к русским», «подольские скины», «россия без ... », «рус, проснись», «русский забивает вонючего чурбана», «русский народ устал терпеть», «русский национализм», «русский очнись, против тебя идет война», «русский очнись», «русский проснись», «фанаты избили нерусских», «я не фашист я русский», размещенные филатовым виктором михайловичем в сети интернет на своей персональной странице в сети « », имеющей адрес: http://vk.com/idl4338873 (",22.6
6118,None,None,None
6119,группы «грот и 2517 – дым»,"аудиофайлы с названиями «банда москвы виват россии.mp.3» и «грот-дым.mp3» (url-адрес: http:vk.com/id6641584, социальная сеть « ») (",4.6
6120,"видеозаписи», «аудиозаписи» альбомы», «видеозаписи» группы «коловрат - я рисую белым мелом 1488» фотоальбомы», «видеозаписи»","аудиозаписи: «p.s.7.62 - «белые воины», «rgd 88 - «черные рожи», «tnf - «шторм», «банда москвы - «иммигрант», «банда москвы - «определись!», «банда москвы - «отряды нс», «банда москвы - «ребята коловрата», «железный порядок - «белые шнурки», «коловрат - «не покупай у чурок!», «коловрат - «правый скинхед», «русский стяг - «мы - русские люди», а также фотографии в количестве 12 штук: №№ 105, но, 114, 130, 153, 157, 158, 207, 208, 219, 226, 227, размещенные на страницы группы «белый курган» на интернет-ресурсе http://vk.com/dfsdffsd (",24.900000000000002
6121,группы «грот и 2517 - дым» группу «грот и 2517 - дым»,"аудиофайлы с названиями «банда москвы виват россии.mp.3» и «грот-дым.mp3» (url-адрес: http:vk.com/id6641584, социальная сеть « ») (",4.6
6122,файле «грот –дым.mp.3» запись «ант (25-17) – дым» файла «грот – дым.мп.3» аудиозаписи «ант (25-17) – дым» файлу «ант (25-17) – дым» аудиофайла «грот – дым.мп.3» аудиофайле «грот –дым.mp.3» аудиозапись «ант (25-17) – дым»,"аудиофайлы с названиями «банда москвы виват россии.mp.3» и «грот-дым.mp3» (url-адрес: http:vk.com/id6641584, социальная сеть « ») (",12.900000000000002
6123,аудиозапись «1488 – я рисую белым мелом 14/88» запись «1488 – я рисую белым мелом 14/88»,"размещенные пулькиным д.н. в сети «интернет» на сайте www.vkontakte.ru видеозапись «черная коза-)))» (файл «chernaya koza-))).flv»), аудиозапись «1488-я рисую белым мелом 14/88-ya risuyubelym melom 14_88.mp» (",34.39999999999998
6124,запись «грот-дым» аудиозапись «грот-дым» файлу «грот-дым»,"аудиофайлы с названиями «банда москвы виват россии.mp.3» и «грот-дым.mp3» (url-адрес: http:vk.com/id6641584, социальная сеть « ») (",24.6
6125,песня «грот2517-дым»,"видеофайлы: fuck the red.wmv; romper stomper.wmv; абычный антифошизм. wmv; akm.wmv; акция в метро.mpg; акция в электричке.wmv; антипутин. wmv; антифашист-интеллигент. wmv; а ты пацан. wmv; без слов начало.wmv; без слов окончание. wmv; благотворительность. wmv; бойцовский клуб.wmv; бойцовский клуб 2.wmv; болотная площадь -агитация.wmv; болотная площадь-попытка №1 .wmv; борис крысолов.wmv; бритый и злой . wmv; в гостях у красной мрази. wmv; веня петухов –лидер антифашистов. wmv; виват, россия!.wmv; временами, wmv; bpeмeчко.wmv; время ножей.wmv; вышел гук из перехода....wmv; гестапо. wmv; гей-бар. wmv; гибель соратника из нижнего новгорода.wmv; городские партизаны.wmv; горящая свастика.wmv; дачная история x.wmv; день победы.wmv; день рождения гитлера. wmv; дети африки. wmv; дым из трубы.wmv; еврейские могилы.wmv; запомни меня!.wmv; зачистка, wmv; защити себя!.wmv; ибп-wmv; интервью агентству reuters. mpg; интервью с щитскином.wmv; история сбербанка.wmv; казнь предателя. wmv; кара. wmv; качай железо, бритоголовый.wmv; китайское общежитие. wmv; клятва мести.wmv; красные геи.wmv; крылатые качели. wmv; кто, если не я. mpg; ку-клукс-клан. mpg; ловля на живца.wmv; марш. wmv; марш памяти тимура xaчаравы.wmv; минздрав.wmv; мир кожи и меха.wmv; миф о холокосте. wmv; моя поездка в минск.wmv; мыло.wmv; наркоманы.wmv; наша страна.wmv; haшествие.wmv; нашист одна штука.wmv; нелегальная дворничеха.wmv; немотивированное насилие.wmv; hигеры.wmv; новгородские акции.wmv; новый враг. wmv; обращение к правительству. wmv; он плохо кончил. wmv; операция белый вагон.wmv; опиздюляющиеся bместе.wmv; оранжевая революция.wmv; очищение от зла.wmv; памяти адольфа гитлера.wmv; памяти дмитрия боровикова.wmv; паразиты.wmv; пение птиц.wmv; повадки жидов.wmv.; погнали мента.wmv; поездка в питер.wmv; полезные советы.wmv; посвящение 2. wmv; посвящение бойца белой расы.wmv; похоронное бюро.wmv; правда о пелоткине и девушкине.wmv; правда о холокосте!. mpg; правда про oб46.avi; предвыборная агитация.wmv; преступный синдикат.wmv; прогулки возле гуковской общаги.avi; прогулки возле гуковской общаги 2.wmv; прямое действие.wmv; птичка счастья.wmv; разгон модников.wmv; peппep.wmv; рецепт приготовления негра.wmv; рудольф гecc.wmv; рукопашный 6oй.wmv; сбор модераторов ф18.wmv; семь copoк.wmv; скин с. wmv; смешной xaченок.wmv; спарринги нсо. wmv; стенка на стенку.wmv; строительство.wmv; тренировки hco.wmv; тусовка aнтифaшиcтoв.wmv; утро красного cкинa.wmv; файрплей с шокалом. mpg; хач - лопух.wmv; хач раскаивается. wmv; цыгане. mpg; чай с сахаром.wmv; чебурашка. wmv; член лимонова. mpg; шавки. wmv; iiiaвки-ремикc.wmv; штаб ннп 2002 год.wmv; штурмфюрер.wmv; щитский.wmv; экстремист.wmv; экстримизм с aтоматом.wmv, содержащиеся на на dvd диске «формат-18» (",2.3
6126,None,None,None
6127,None,None,None
6128,запись «грот-дым» аудиозапись «грот-дым»,"аудиофайлы с названиями «банда москвы виват россии.mp.3» и «грот-дым.mp3» (url-адрес: http:vk.com/id6641584, социальная сеть « ») (",24.6
6129,запись «грот и 25/17 – дым» аудиозапись «грот и 25/17 – дым»,"информация в виде изображения, содержащего надпись «русский проснись! враг хозяйничает на твоей земле!», изображения, содержащего надписи «я патриот это моя земля!!! это моя родина!!! славянин! хватит спать родина в беде! родине нужна твоя воля! вступай в ряды националистов», видеозапись «напиток и луперкаль», видеофайл «напиток и луперкаль.mp4», видеозапись «брунсвиг-белый отряд», видеофайл «брунсвиг-белый отряд.mp4», видеозапись «грот и 25/17- просыпайтесь», видеофайл «грот и 25_17- просыпайтесь.mp4», видеозапись «слава руси!!!», видеофайл «слава руси.mp4», видеозапись «бей чурбанье!!! бей чурок!!!», видеофайл «бей чурбанье бей чурок.mp4», аудиозапись «12 июня - россия для других, русь - мать для меня!», аудиофайл «12 июня.mp3», размещенные в глобальной сети «интернет» по адресу http://vk.com/id133320504 пользователем «виктор владимиров» (",7.499999999999999
6130,группы «коловрат»,музыкальное произведение «радикальный голос» группы «коловрат» (,22.6
6131,None,None,None
6132,запись «грот и 2517 - дым»,"аудиофайлы с названиями «банда москвы виват россии.mp.3» и «грот-дым.mp3» (url-адрес: http:vk.com/id6641584, социальная сеть « ») (",4.6
6133,группы «грот 2517 – дым»,"аудиофайлы с названиями «банда москвы виват россии.mp.3» и «грот-дым.mp3» (url-адрес: http:vk.com/id6641584, социальная сеть « ») (",4.6
6134,None,None,None
6135,None,None,None
6136,аудиозапись «25/17 - просыпайтесь» аудиозапись «25/17 – просыпайтесь» запись «25/17 – просыпайтесь» запись «25/17 - просыпайтесь»,"информация в виде изображения, содержащего надпись «русский проснись! враг хозяйничает на твоей земле!», изображения, содержащего надписи «я патриот это моя земля!!! это моя родина!!! славянин! хватит спать родина в беде! родине нужна твоя воля! вступай в ряды националистов», видеозапись «напиток и луперкаль», видеофайл «напиток и луперкаль.mp4», видеозапись «брунсвиг-белый отряд», видеофайл «брунсвиг-белый отряд.mp4», видеозапись «грот и 25/17- просыпайтесь», видеофайл «грот и 25_17- просыпайтесь.mp4», видеозапись «слава руси!!!», видеофайл «слава руси.mp4», видеозапись «бей чурбанье!!! бей чурок!!!», видеофайл «бей чурбанье бей чурок.mp4», аудиозапись «12 июня - россия для других, русь - мать для меня!», аудиофайл «12 июня.mp3», размещенные в глобальной сети «интернет» по адресу http://vk.com/id133320504 пользователем «виктор владимиров» (",53.499999999999986
6137,None,None,None
6138,None,None,None
6139,запись «коловрат – я ненавижу коммунистов» аудиозапись «коловрат – я рисую белым мелом 1488» аудиозапись «коловрат – я ненавижу коммунистов» группы «коловрат» запись «коловрат – я рисую белым мелом 1488»,"текст песни группы «коловрат» под названием «я ненавижу коммунистов», автором и исполнителем которой является герасимов денис андреевич (",31.200000000000003
6140,файл «25/17 – просыпайтесь» аудиофайл «25/17 – просыпайтесь» группы «25/17-просыпайтесь»,"информация в виде изображения, содержащего надпись «русский проснись! враг хозяйничает на твоей земле!», изображения, содержащего надписи «я патриот это моя земля!!! это моя родина!!! славянин! хватит спать родина в беде! родине нужна твоя воля! вступай в ряды националистов», видеозапись «напиток и луперкаль», видеофайл «напиток и луперкаль.mp4», видеозапись «брунсвиг-белый отряд», видеофайл «брунсвиг-белый отряд.mp4», видеозапись «грот и 25/17- просыпайтесь», видеофайл «грот и 25_17- просыпайтесь.mp4», видеозапись «слава руси!!!», видеофайл «слава руси.mp4», видеозапись «бей чурбанье!!! бей чурок!!!», видеофайл «бей чурбанье бей чурок.mp4», аудиозапись «12 июня - россия для других, русь - мать для меня!», аудиофайл «12 июня.mp3», размещенные в глобальной сети «интернет» по адресу http://vk.com/id133320504 пользователем «виктор владимиров» (",53.499999999999986
6141,None,None,None
6142,аудио-файл «грот-дым» файлу «грот-дым» файл «грот-дым»,"аудиофайлы с названиями «банда москвы виват россии.mp.3» и «грот-дым.mp3» (url-адрес: http:vk.com/id6641584, социальная сеть « ») (",25.200000000000003
6143,файле «грот –дым.mp.3» файл «грот – дым» файла «грот – дым.мп.3» аудиофайла «грот – дым.мп.3» файлу «грот – дым» аудиофайле «грот –дым.mp.3» аудиофайл «грот – дым»,"аудиофайлы с названиями «банда москвы виват россии.mp.3» и «грот-дым.mp3» (url-адрес: http:vk.com/id6641584, социальная сеть « ») (",35.499999999999986
6144,файл «25/17 – просыпайтесь» аудиофайл «25/17 – просыпайтесь» аудиофайл «грот-дым» файл «грот-дым»,"информация в виде изображения, содержащего надпись «русский проснись! враг хозяйничает на твоей земле!», изображения, содержащего надписи «я патриот это моя земля!!! это моя родина!!! славянин! хватит спать родина в беде! родине нужна твоя воля! вступай в ряды националистов», видеозапись «напиток и луперкаль», видеофайл «напиток и луперкаль.mp4», видеозапись «брунсвиг-белый отряд», видеофайл «брунсвиг-белый отряд.mp4», видеозапись «грот и 25/17- просыпайтесь», видеофайл «грот и 25_17- просыпайтесь.mp4», видеозапись «слава руси!!!», видеофайл «слава руси.mp4», видеозапись «бей чурбанье!!! бей чурок!!!», видеофайл «бей чурбанье бей чурок.mp4», аудиозапись «12 июня - россия для других, русь - мать для меня!», аудиофайл «12 июня.mp3», размещенные в глобальной сети «интернет» по адресу http://vk.com/id133320504 пользователем «виктор владимиров» (",29.800000000000004
6145,файлу «коловрат – честь и кровь» видеофайл «коловрат – честь и кровь» файл «коловрат – честь и кровь» группы «коловрат – честь и кровь»,"текст песни группы «коловрат» под названием «честь и кровь», автором и исполнителем которой является герасимов денис андреевич (",7.199999999999999
6146,None,None,None
6147,"аудио-файл, «грот-дым» файл, «грот-дым» аудиозапись «грот-дым» запись «грот-дым»","аудиофайлы с названиями «банда москвы виват россии.mp.3» и «грот-дым.mp3» (url-адрес: http:vk.com/id6641584, социальная сеть « ») (",25.200000000000003
6148,фильма «грозовые ворота» песней «коловрат – честь и кровь» песней «коловрат» группы «коловрат»,"текст песни группы «коловрат» под названием «честь и кровь», автором и исполнителем которой является герасимов денис андреевич (",29.200000000000003
6149,None,None,None
6150,группы «грот и 25/17 дым» группы «грот и 2517 - дым» песня «грот – дым»,"аудиофайлы с названиями «банда москвы виват россии.mp.3» и «грот-дым.mp3» (url-адрес: http:vk.com/id6641584, социальная сеть « ») (",32.599999999999994
6151,None,None,None
6152,песней «бей чертей - спасай россию»,"фонограммы, записанные в файлы «банда москвы -иммигрант», «cg bros. имигрант (cover банда москвы)», видеофонограммы, записанные в файлы «скинхед против азербайджанца», «скины, бей хачей спасай россию», «скины»; «россия погибает…», изображения, записанные в файлы «z_73d60719», «btjuevlc_xs», размещенные в сети интернет на сайте ошибка! недопустимый объект гиперссылки., на странице пользователя с именем «евгений правый черкасов» и адресом http://vk.com/id109368331, альтернативным адресом http://vk.com/graf313131 (",6.8999999999999995
6153,None,None,None
6154,группы «2517 – будь белым»,"аудиозапись « «25/17 – будь белым», размещенная на интернет – странице http://vkontakte.ru (id15338492) социальной сети « » (",4.6
6155,песня «гроти и 2517- дым»,видеофайл «2517 - нам некуда деваться сестры и братья. mp4» (,2.3
6156,запись «грот-дым» аудиозапись «грот-дым»,"аудиофайлы с названиями «банда москвы виват россии.mp.3» и «грот-дым.mp3» (url-адрес: http:vk.com/id6641584, социальная сеть « ») (",24.6
6157,None,None,None
6158,None,None,None
6159,видеофайл «гробы для американцев» видеофильм «гробы для американцев» фильм «гробы для американцев» файл «гробы для американцев»,"видеофильм под названием «гробы для американцев», размещенный как информационный материал на диске dvd-r verbatim № map 638na201636304 (",27.500000000000004
6160,None,None,None
6161,названием «припомним жуликам и ворам их манифест-2002»,«припомним жуликам и ворам их манифест-2002»,33.79999999999998
6162,None,None,None
6163,None,None,None
6164,названием «как я стал скинхедом»,"видеозапись под названием «как я стал скинхедом» распространенную кох и.б., 15.03.1996 года рождения, в сети интернет на персональной странице под названием «хотибор чурилин», расположенной в социальной сети « » под идентификационным номером: https://vk.com/patriot_183 (",27.200000000000003
6165,None,None,None
6166,фильмы «игры богов» материалов «игры богов живой огонь. правда и кривда. акт 7 часть 2» видеофайлы «игры богов живой огонь. правда и кривда. акт 7 часть 2» файлы «игры богов живой огонь. правда и кривда. акт 7 часть 2» фильмов «игры богов живой огонь. правда и кривда. акт 7 часть 2» материалов: «игры богов живой огонь. правда и кривда. акт 7 часть 2» фильмов «игры богов»,"цикл фильмов «игры богов», состоящий из восьми актов: «театр», «артисты и зрители», «эстетика», «общение. музыка. слово», «правильное образование» (в трех частях), «славянские привычки», «живой огонь» (в четырех частях), «мир» (в двух частях) (",35.79999999999998
6167,None,None,None
6168,None,None,None
6169,видеофайл «правильная речь. слово к народу русскому» файл «правильная речь. слово к народу русскому» видеоматериал: «правильная речь. слово к народу русскому» видеоматериал «правильная речь. слово к народу русскому» файла: «правильная речь. слово к народу русскому» материал: «правильная речь. слово к народу русскому» видеофайла: «правильная речь. слово к народу русскому» материал «правильная речь. слово к народу русскому»,«правильная речь. слово к народу русскому»,31.500000000000004
6170,None,None,None
6171,None,None,None
6172,материал «скины в действии! варяги 14/88» видеоматериал «скины в действии! варяги 14/88»,"информационные материалы - видеофайлы под наименованием «14/88», «скины в действии! варяги 14/88», «всем приятного дня», «ударь китайца», «новгородские скины», «запомните дети: быть хачом нельзя на свете!», «формат 18», «белый вагон …. убили чурку за 18 сек.», «нс автономы» (",31.800000000000004
6173,None,None,None
6174,None,None,None
6175,видеоматериал «максим базылев – скромный герой» материал «максим базылев – скромный герой»,видеофайл «максим базылев – скромный герой» размещенный в сети интернет по следующим электронным адресам: https://www.youtube.com/watch?v=fsqq5umgvtc; https://www.youtube.com/watch?v=_noua6y52fk; http://fans-edge.info/dokumentalnyj-film-maksim-bazylev-skromnyj-geroj/; http://penza-city-com.livejournal.com/510042.html (,29.200000000000003
6176,книга «поклоняйтесь единственному истинному богу»,"книга «поклоняйтесь единственному истинному богу» изд.watch tower bible and tract society of pennsylvania, 2002 (",29.500000000000004
6177,аудиозапись «русский стяг – марш жестокой молодежи» запись «русский стяг – марш жестокой молодежи»,"аудиозаписи с названиями «коловрат (россия принадлежит нам) mp.3, «русский стяг (марш жестокой молодости) mp.3 (",9.200000000000003
6178,None,None,None
6179,None,None,None
6180,видеоролика «коловрат-московские бритоголовые» видеоролик «коловрат-московские бритоголовые»,"видеоролик «коловрат – московские бритоголовые», продолжительностью 2 минуты 28 секунд (",27.200000000000003
6181,None,None,None
6182,None,None,None
6183,None,None,None
6184,видеофайл «грот и 25/17 - просыпайтесь» файла «грот и 25/17 - просыпайтесь» файл «грот и 25/17 - просыпайтесь» видеофайла «грот и 25/17 - просыпайтесь»,"информация в виде изображения, содержащего надпись «русский проснись! враг хозяйничает на твоей земле!», изображения, содержащего надписи «я патриот это моя земля!!! это моя родина!!! славянин! хватит спать родина в беде! родине нужна твоя воля! вступай в ряды националистов», видеозапись «напиток и луперкаль», видеофайл «напиток и луперкаль.mp4», видеозапись «брунсвиг-белый отряд», видеофайл «брунсвиг-белый отряд.mp4», видеозапись «грот и 25/17- просыпайтесь», видеофайл «грот и 25_17- просыпайтесь.mp4», видеозапись «слава руси!!!», видеофайл «слава руси.mp4», видеозапись «бей чурбанье!!! бей чурок!!!», видеофайл «бей чурбанье бей чурок.mp4», аудиозапись «12 июня - россия для других, русь - мать для меня!», аудиофайл «12 июня.mp3», размещенные в глобальной сети «интернет» по адресу http://vk.com/id133320504 пользователем «виктор владимиров» (",29.800000000000004
6185,None,None,None
6186,"видеофайл «русский, очнись!» файл «русский, очнись!» видеоролика «русский, очнись!» видеоролик «русский, очнись!»","видеофайл формата mp4 «русский очнись..mp4», размещенный в сети интернет на электронной странице http://vkontakte.ru/id4595303 (",25.200000000000003
6187,None,None,None
6188,None,None,None
6189,"видеофайл «игры богов.славянские привычки» видеофайл «игры богов. славянские привычки» слово», «правильное образование» файл «игры богов.славянские привычки» файла «игры богов. славянские привычки» файл «игры богов. славянские привычки» видеофайла «игры богов. славянские привычки» фильмов «игры богов»","цикл фильмов «игры богов», состоящий из восьми актов: «театр», «артисты и зрители», «эстетика», «общение. музыка. слово», «правильное образование» (в трех частях), «славянские привычки», «живой огонь» (в четырех частях), «мир» (в двух частях) (",66.39999999999998
6190,"видеофайл «рабы, сосите пиво» файл «рабы, сосите пиво»","видеофайл формата mp4 «рабы, сосите пиво..mp4», размещенный в сети интернет на электронной странице http://vkontakte.ru/id4595303 (",27.500000000000004
6191,группы «коловрат»,музыкальное произведение «радикальный голос» группы «коловрат» (,22.6
6192,видео-файл: «скины (бритоголовые/romper stomper)!» файл: «скины (бритоголовые/romper stomper)!»,"Аудиовизуальные материалы – видеоролики, размещенные Семеновым С.С. в сети «Интернет», содержащиеся в электронных файлах: «!_4TO_SPASLO_AFU.wmv»; «!_88 RAC.wmv»; «7.11.5.митинг.wmv»; «7pgb1h44vg08.WMV»; «1234.avi»; «A.C.A.B.wmv»; «AFA_S_BORODENKOI.wmv»; «agitaziya.wmv»; 2BEZ_SLOV_NA4ALO.wmv»; «BEZ_SLOV_OKON4ANIE.wmv»; «BOICOVSKII_KLUB_2.wmv»; «Brannik_Football_Violence.wmv»; «Brannik_White_Power.wmv»; «clean_zlo.wmv»; «Execution_of_traitor.WMV»; «F18 А ты - пацан.wmv»; «F18 Белая Русь.wmv»; «F18 Гибель Новгородского соратника.wmv»; «F18 Жертва шавок.wmv»; «F18 Зачистка.wmv»; «f18 Ку-Клукс клан(1024х768).wmv»; «F18 Он плохо кончил.wmv»; «f18 Операция Белый вагон.wmv»; «F18 О - е Красно - оранжевых геев.wmv»; «f18 Правый кулак Санкт-Петербурга.wmv»; «F18 Сбор модераторов.wmv»; «f18 Тренировки НСО.wmv»; «Format18[Uragan]---tenderneSS.wmv»; «Format18[Uragan]---trenning.wmv»; «F - k the red.WMV»; «H.D.S. 6 - Метро.WMV»; «Honor ""Full Of Hate"".wmv»; «Honor-Shanhedryn.WMV»; «Ich Will 2 Hooligans Edition.WMV»; «Initiation_88.wmv»; «INTERNAСIONALBOL6EVISTSKAA_PARTIA.wmv»; «Intervju u antifashista.wmv»; «INTERVU_S_DEPUTATOM.wmv»; «ivan.wmv»; «LEGENDA_OB_OB46.avi»; «milo.wmv»; «MTC.wmv»; «mv9ybh0brzks.wmv»; «NELEGALNAA_DVORNI4IHA.wmv»; «NOVGORODSKIE_AKCII.wmv»; «nswpvideo1.wmv»; «nswpvideo2.wmv»; «nswpvideo3.wmv»; «nswpvideo6.wmv»; «Polu4il_Po_Zaslugam.wmv»; «POSVA6ENIE_V_SKINHEDY.wmv»; «PRAMOE_DEISTVIE.wmv»; «PRAVYI_MAR6.wmv»; «RAZGON_MODNIKOV.wmv»; «rolik-ochistimmoskvu.wmv»; «rolik-ochistimmoskvu.avi»; «Romper_Stomper+RUS88.wmv»; «Rus_School_for_RUS_88.wmv»; «Russian_Fight_Club88.wmv»; «SEM_SOROK.wmv»; «Shit_Skinhead.WMV»; «spanish patriots 88.wmv»; «TUSOVKA_ANTIFA6ISTOV.wmv»; «Untitled_0002.wmv»; «VIVAT_ROSSIA.wmv»; «WhiteCross.wmv»; «Хорсс - Взаперти.wmv»; «Хорсс - Россия для Русских.wmv»; «ZAPOMNI_MENA.wmv»; «ZOGTV_VREME4KO.wmv»; «Абычный антифошизм.WMV»; «Акция в электричке. WMV»; «Виноградный День - Универсам Народный! смертельный бой за подешевле.avi»; «ВолкОлак - Слава Яриле (концерт).wmv»; «Времечко.wmv»; «вцепили хача.avi»; «вцеплии торговца хача.avi»; «Вышел гук из перехода….wmv»; «Гестапо. wmv»; «ДачнаисториХ.wmv»; «День рождениГитлера.WMV»; «Дети Африки.WMV»; «Еврейские могилы.WMV»; «зарница.wmv»; «Защити себя.WMV»; «Золотая Молодёжь Кавказа 3 серия-Ломаем скина.avi»; «Избиение мигрантов2.wmv»; «Избиение мигрантов3.wmv»; «Избиение мигрантов4.wmv»; «Избиение мигрантов5.wmv»; «Избиение мигрантов.wmv»; «Избиение хачика.wmv»; «Интервью с московскими Скинами.wmv»; «Кавказцев даже оружие не останавливает))) вот скины трусы).avi»; «Качай железо, Бритоголовый.WMV»; «Китайские скины жесть.avi»; «Клва Мести.WMV»; «Клип ""Война"".wmv»; «Копия Romper_Stomper+RUS88.wmv»; «Сельские махачи.avi»; «скинхеды!коментим видео!это ужас!п - ццц!что они сделали с чуваком!.avi»; «скины.…avi»; «хачи-людоеды.avi»; «Чурки 2.avi»; «ЧУрки лолки.avi»; «чурки.avi»; «Штурмфюрер.mp4» (приговор Петропавловск-Камчатского городского суда Камчатского края от 23.12.2010 и постановление президиума Камчатского краевого суда от 06.07.2016);",7.499999999999999
6193,названием «террор» группы «див»,"информационный материал, поступивший с адреса электронной почты 22sud2010@gmail.ru от неизвестного лица, представляющий собой электронное письмо начинающееся словами «соотечественники!...» и заканчивающееся «...для противодействия провокациям еврейской власти против вас лично и ваших народов, как моральное и юридическое основание для ликвидации еврейских оккупационных сил на нашей территории», состоящее из 12 разделов («воззвание к русскому народу, к офицерам армии и флота, к казачеству, к русской молодежи и православному духовенству», «уничтожение армии. ликвидация военной разведки россии», «товарищи офицеры!», «разъяснение о характере тайных операций против русского народа», «война с русской молодежью», «псевдонационалисты», «война с молодежью кавказа», «организация войн и финансовый кризис», «экономический террор», «диверсионно-террористическая деятельность и психологический террор», «о разделении русского народа», «задачи бойцов народного сопротивления»)» (",44.599999999999994
6194,запись «обращение скинхедов к русской нации» видеоролик «русский очнись! против тебя идет война!» видеозаписи «обращение скинхедов к русской нации» фильм «русское сопротивление» видеозапись «обращение скинхедов к русской нации»,"видеоролики с названием «за..ли кавказцы», «московские скинхеды», «националисты», «обращение к русским», «подольские скины», «россия без ... », «рус, проснись», «русский забивает вонючего чурбана», «русский народ устал терпеть», «русский национализм», «русский очнись, против тебя идет война», «русский очнись», «русский проснись», «фанаты избили нерусских», «я не фашист я русский», размещенные филатовым виктором михайловичем в сети интернет на своей персональной странице в сети « », имеющей адрес: http://vk.com/idl4338873 (",36.39999999999998
6195,видеозапись «на стягу коловрат (всем славянам)» аудиозапись «selmi-на стягу коловрат (всем славянам)» запись «selmi-на стягу коловрат (всем славянам)» запись «на стягу коловрат (всем славянам)»,"текстовая часть аудиозаписи «p.s.7.62 - улица кадырова» длительностью 03 минуты 18 секунд, начинающаяся словами: «во столице есть теперь улица кадырова..» и заканчивающаяся словами: «…следующий мой удар будет по кремлю», размещенная пользователем «владимир мартынов» на официальном интернет- сайте на веб сервисе сайта « »; текстовая часть аудиозаписи «симаргл - бывший скин» длительностью 03 минуты 44 секунды, начинающаяся словами: «пара старых берцев, подтяжки и кельт..» и заканчивающаяся словами: «…перестал быть скинхедом, но остался патриотом», размещенная пользователем «владимир мартынов» на официальном интернет сайте на веб-сервисе сайта « »; текстовая часть аудиозаписи «коловрат - хоронят скина» длительностью 02 минуты 09 секунд, начинающаяся словами: «несут, хоронят. плачут мать, отец...» и заканчивающаяся словами: «…твой черёд пришёл отомстить», размещенная пользователем «владимир мартынов» на официальном интернет-сайте на веб сервисе сайта « »; текстовая часть аудиозаписи «sel'mi - на стягу коловрат (всем славянам)» длительностью 03 минуты 08 секунд, начинающаяся словами: «мы стали сплочённее, за плечами четверть века..» и заканчивающаяся словами: «…стирая границы, ох погуляют славяне», размещенная пользователем «владимир мартынов» на официальном интернет- сайте на веб сервисе сайта « »; текстовая часть аудиозаписи «коррозия металла - хайль фюрер!» длительностью 03 минуты 56 секунд, начинающаяся словами: «хайль фюрер, веди нас в бой…» и заканчивающаяся словами: «…будет корчиться в аду и болтаться на суку», размещенная пользователем «владимир мартынов» на официальном интернет- сайте на веб-сервисе сайта « » (",41.499999999999986
